taxpayer_id,birth_year,region_code,sex
1496,1974,05,2
1497,1968,01,2
1498,2003,02,2
1499,1960,01,2
1500,1975,04,2
1501,1959,03,1
1502,1975,04,2
1503,1977,03,1
1504,1957,02,2
1505,1973,05,2
1506,1960,04,2
1507,1998,01,1
1508,1970,03,2
1509,1977,04,1
1510,1971,02,1
1511,1965,01,2
1512,1973,02,1
1513,1983,03,1
1514,1964,03,2
1515,1967,01,2
1516,1967,04,1
1517,2006,01,2
1518,1970,01,2
1519,1970,04,1
1520,2006,05,2
1521,1992,01,2
1522,1972,05,1
1523,1986,04,1
1524,1989,02,2
1525,1981,03,2
1526,1970,03,1
1527,1987,01,1
1528,1965,04,1
1529,1977,03,1
1530,1989,02,2
1531,1967,03,1
1532,1985,02,2
1533,1976,01,2
1534,2002,05,2
1535,1996,05,1
1536,1968,01,1
1537,1959,02,1
1538,1968,01,2
1539,1950,05,1
1540,1967,01,2
1541,1947,04,1
1542,1973,01,1
1543,1961,02,2
1544,1996,02,1
1545,1966,01,1
1546,1960,03,1
1547,1988,01,2
1548,1970,04,1
1549,1965,01,2
1550,1980,01,1
1551,1963,01,2
1552,1973,02,1
1553,1965,05,1
1554,1950,01,1
1555,1966,02,2
1556,1994,01,2
1557,1955,03,2
1558,1996,01,1
1559,1988,01,2
1560,1968,01,2
1561,1960,01,2
1562,1966,03,1
1563,2006,02,2
1564,1959,02,1
1565,1964,02,1
1566,2006,02,1
1567,1973,02,2
1568,2006,03,1
1569,1964,03,2
1570,1953,02,1
1571,1982,03,1
1572,1977,04,1
1573,1997,05,1
1574,1991,01,2
1575,1994,03,2
1576,1993,03,2
1577,1967,03,1
1578,1960,03,1
1579,1962,01,2
1580,1976,02,1
1581,1963,02,1
1582,1977,02,1
1583,1924,02,1
1584,1976,03,2
1585,1945,05,1
1586,1985,04,1
1587,1971,03,1
1588,1981,02,1
1589,1971,01,1
1590,1948,02,2
1591,1953,05,1
1592,1978,01,2
1593,1976,01,1
1594,1965,01,1
1595,1971,01,1
1596,1963,05,1
1597,1978,04,2
1598,1981,05,2
1599,1982,05,2
1600,1971,03,2
1601,1975,03,1
1602,1982,05,1
1603,1958,05,2
1604,1945,05,1
1605,1974,01,2
1606,1986,02,1
1607,1958,03,2
1608,1978,01,2
1609,2006,04,2
1610,1960,04,1
1611,1996,01,2
1612,1980,01,2
1613,2001,02,2
1614,1972,01,1
1615,1988,05,2
1616,1959,02,2
1617,1975,01,1
1618,1965,05,1
1619,1967,04,1
1620,1970,03,2
1621,1969,04,2
1622,1960,05,2
1623,1974,01,2
1624,1983,01,2
1625,1958,03,2
1626,1960,02,2
1627,1962,03,1
1628,1980,03,1
1629,1988,05,2
1630,1957,05,2
1631,1987,05,2
1632,1982,03,1
1633,1997,01,2
1634,2003,02,2
1635,1989,04,1
1636,1968,03,2
1637,1983,01,2
1638,1963,01,2
1639,1969,05,2
1640,2006,01,1
1641,1976,01,2
1642,2006,01,2
1643,1972,04,2
1644,1965,03,1
1645,1973,01,1
1646,1976,05,2
1647,1982,01,2
1648,1964,01,1
1649,1958,04,2
1650,1966,02,1
1651,1968,05,1
1652,1959,02,2
1653,1971,01,2
1654,1947,01,2
1655,1979,02,2
1656,2006,03,1
1657,1983,02,2
1658,1961,02,2
1659,1978,01,1
1660,1983,01,1
1661,1955,03,1
1662,1979,03,2
1663,1991,01,2
1664,1963,04,2
1665,1994,01,2
1666,1976,02,1
1667,1984,04,2
1668,1993,02,2
1669,1977,05,1
1670,2006,01,1
1671,1968,01,1
1672,1987,05,1
1673,1973,04,1
1674,1975,05,1
1675,1995,01,2
1676,1962,02,1
1677,1979,05,1
1678,1981,02,1
1679,1960,02,2
1680,1967,03,1
1681,1962,02,2
1682,1989,01,1
1683,1974,05,1
1684,1973,01,1
1685,1988,04,2
1686,1988,03,1
1687,1978,04,2
1688,1983,04,2
1689,1979,01,1
1690,1971,03,1
1691,1982,01,1
1692,1930,01,1
1693,1998,03,1
1694,1979,05,1
1695,1954,04,2
1696,1986,05,2
1697,1962,04,2
1698,1981,04,1
1699,1975,01,2
1700,1960,02,1
1701,1967,01,1
1702,1973,04,2
1703,1976,01,1
1704,1952,02,2
1705,1981,01,2
1706,1968,01,1
1707,2006,01,1
1708,1989,01,1
1709,1970,02,2
1710,1975,05,1
1711,1979,03,2
1712,1975,03,2
1713,1974,02,2
1714,1997,02,1
1715,1992,01,2
1716,1983,04,2
1717,1990,05,1
1718,1950,05,1
1719,1958,05,2
1720,2006,04,2
1721,1991,01,1
1722,1994,02,2
1723,1956,04,1
1724,1968,01,1
1725,1957,01,2
1726,1964,02,1
1727,1970,03,1
1728,1982,01,1
1729,1976,04,1
1730,1969,03,2
1731,1946,01,1
1732,1999,02,2
1733,1987,02,1
1734,1968,01,1
1735,1969,05,2
1736,1989,03,2
1737,1948,02,2
1738,1999,01,1
1739,1977,05,1
1740,1972,01,1
1741,1989,02,2
1742,1963,03,1
1743,1981,04,2
1744,1983,03,1
1745,1989,03,1
1746,1964,03,2
1747,1984,03,2
1748,2000,03,2
1749,1962,02,2
1750,1943,01,1
1751,2006,01,2
1752,1962,01,1
1753,1941,03,2
1754,1985,03,2
1755,1986,05,1
1756,1965,04,2
1757,1989,02,1
1758,1959,03,1
1759,1970,03,2
1760,2003,05,2
1761,1961,01,2
1762,1946,01,2
1763,1986,04,2
1764,1986,01,2
1765,1971,02,1
1766,1984,03,1
1767,1984,05,1
1768,1952,03,1
1769,1986,01,1
1770,1980,02,1
1771,1984,04,2
1772,1985,01,1
1773,1980,03,1
1774,1970,01,2
1775,1962,05,2
1776,1969,05,2
1777,1993,02,2
1778,1975,01,1
1779,1958,02,2
1780,1988,04,2
1781,1984,01,2
1782,1973,03,2
1783,2006,03,2
1784,1967,01,2
1785,1954,01,1
1786,1975,05,1
1787,1965,01,1
1788,1966,04,1
1789,1970,05,2
1790,1977,04,1
1791,1977,04,2
1792,1954,04,1
1793,1940,01,1
1794,1965,03,2
1795,1971,01,2
1796,1962,03,1
1797,1960,02,2
1798,1960,03,2
1799,1969,04,1
1800,1998,05,2
1801,1995,02,1
1802,1952,05,1
1803,1989,05,1
1804,1957,01,1
1805,1987,02,2
1806,1975,02,1
1807,1983,04,2
1808,1985,03,1
1809,1955,05,2
1810,1998,01,2
1811,1950,01,2
1812,1979,05,1
1813,1997,03,2
1814,1986,01,2
1815,1968,03,2
1816,1960,04,2
1817,1986,05,2
1818,1987,03,1
1819,1983,01,2
1820,1967,01,1
1821,1983,03,1
1822,1951,03,2
1823,1974,01,1
1824,2003,03,1
1825,1972,02,2
1826,1965,02,1
1827,1975,01,2
1828,1985,03,1
1829,1989,01,1
1830,1937,05,1
1831,1969,05,2
1832,1997,05,1
1833,1982,01,1
1834,1979,01,2
1835,1972,03,2
1836,2000,05,1
1837,1958,03,2
1838,1988,01,2
1839,1961,04,1
1840,1970,01,2
1841,2006,04,2
1842,1971,01,2
1843,1978,01,1
1844,1934,01,1
1845,1933,01,1
1846,1975,01,1
1847,1992,05,2
1848,1980,01,1
1849,1988,02,1
1850,1992,01,2
1851,1951,02,1
1852,1945,05,1
1853,1941,01,1
1854,1973,01,1
1855,1963,05,2
1856,1985,03,2
1857,1972,02,2
1858,1967,02,1
1859,1984,01,1
1860,1984,04,2
1861,1941,03,2
1862,1940,02,2
1863,1994,04,2
1864,2001,01,2
1865,1965,01,2
1866,1972,02,1
1867,1945,02,1
1868,1979,02,1
1869,1939,01,1
1870,1970,02,2
1871,1963,03,2
1872,1947,02,2
1873,1967,02,1
1874,1946,02,2
1875,1958,05,1
1876,1944,01,1
1877,1954,01,2
1878,1977,04,2
1879,1984,05,1
1880,2000,04,2
1881,1957,02,2
1882,1950,04,2
1883,1995,04,2
1884,1975,05,1
1885,1969,01,1
1886,1971,02,2
1887,1955,03,1
1888,1997,01,1
1889,1974,04,1
1890,1958,03,2
1891,1973,04,1
1892,1989,04,1
1893,1935,02,1
1894,1963,05,1
1895,1935,02,2
1896,1990,04,1
1897,1991,01,1
1898,1965,03,1
1899,1976,01,1
1900,2001,01,2
1901,1980,01,1
1902,1950,03,1
1903,1953,03,2
1904,1973,01,2
1905,1972,02,2
1906,1972,04,1
1907,1988,04,2
1908,1990,01,1
1909,2001,02,1
1910,1982,01,1
1911,1996,03,2
1912,1989,02,2
1913,1970,01,2
1914,1972,04,1
1915,1955,02,2
1916,1947,03,1
1917,1965,01,1
1918,1964,03,2
1919,1975,04,1
1920,1946,04,2
1921,1967,02,2
1922,1964,03,1
1923,1986,02,1
1924,1991,04,1
1925,1988,01,1
1926,1960,01,1
1927,1993,03,2
1928,1957,05,1
1929,1976,04,1
1930,1964,05,1
1931,1967,01,1
1932,1981,03,1
1933,1982,05,2
1934,1986,01,2
1935,1987,03,2
1936,1999,02,1
1937,1977,04,1
1938,1991,05,1
1939,1965,02,2
1940,1975,01,2
1941,1973,04,1
1942,1964,01,1
1943,1991,03,2
1944,1982,02,2
1945,1962,01,2
1946,1972,05,2
1947,1952,01,2
1948,1962,05,1
1949,1973,05,2
1950,1994,02,2
1951,1971,01,1
1952,1951,01,1
1953,1997,03,1
1954,1973,03,2
1955,1971,04,2
1956,1951,01,2
1957,1968,01,1
1958,1977,01,2
1959,1969,04,1
1960,1968,01,2
1961,1966,02,2
1962,1959,01,2
1963,1988,04,1
1964,1977,01,2
1965,1964,03,2
1966,1964,02,1
1967,1969,04,1
1968,1990,01,1
1969,1975,03,2
1970,1961,02,2
1971,2000,05,2
1972,1974,01,1
1973,1965,03,1
1974,1984,01,1
1975,1968,02,2
1976,1960,04,1
1977,1993,02,1
1978,1952,03,2
1979,1984,05,2
1980,1960,01,1
1981,1960,05,2
1982,1994,01,2
1983,1986,04,1
1984,1951,01,1
1985,1971,03,2
1986,1980,05,2
1987,1964,03,2
1988,1979,02,1
1989,1982,01,2
1990,1990,03,2
1991,1989,05,2
1992,1948,05,2
1993,1989,01,2
1994,1967,01,2
1995,1987,05,2
1996,1973,05,2
1997,1954,05,1
1998,1967,01,2
1999,1996,04,2
2000,1991,02,2
2001,1971,03,1
2002,1957,04,2
2003,1948,01,2
2004,1973,02,2
2005,1979,05,2
2006,1954,01,1
2007,1986,01,1
2008,1979,03,1
2009,1975,02,1
2010,1981,02,1
2011,1984,03,2
2012,1966,05,1
2013,1980,01,2
2014,1954,05,1
2015,1987,01,1
2016,1973,01,1
2017,1975,01,1
2018,1989,03,1
2019,1975,03,2
2020,1948,03,2
2021,1987,04,1
2022,1955,04,2
2023,1966,03,2
2024,1993,05,2
2025,1980,05,2
2026,1987,05,2
2027,1985,02,1
2028,1983,03,1
2029,1963,03,1
2030,1967,04,2
2031,1991,03,1
2032,1960,01,1
2033,1960,01,2
2034,1996,05,1
2035,1990,04,1
2036,1993,01,1
2037,1962,05,1
2038,1968,01,2
2039,1979,04,1
2040,1963,05,1
2041,1995,05,2
2042,1988,03,2
2043,1982,03,1
2044,1968,05,1
2045,1985,02,2
2046,1969,02,2
2047,1998,01,2
2048,1973,02,1
2049,1954,04,2
2050,1990,01,2
2051,1984,01,1
2052,1970,03,2
2053,1990,01,2
2054,1982,01,2
2055,1989,01,2
2056,1968,01,1
2057,1938,04,2
2058,1973,02,2
2059,1998,02,1
2060,1973,02,1
2061,1959,05,2
2062,1986,02,2
2063,1976,01,2
2064,1966,01,2
2065,1983,05,2
2066,1973,03,2
2067,1979,01,2
2068,1973,01,1
2069,1955,03,1
2070,1959,03,2
2071,1953,05,2
2072,1960,03,1
2073,1985,01,2
2074,1947,01,2
2075,1969,01,1
2076,1973,04,2
2077,1958,02,1
2078,1986,01,2
2079,1969,01,1
2080,1997,05,2
2081,1984,04,2
2082,1977,03,2
2083,2002,03,2
2084,1982,01,1
2085,1995,03,1
2086,1978,02,1
2087,1987,05,1
2088,1993,04,2
2089,1967,02,1
2090,1987,04,1
2091,1978,03,2
2092,1947,04,1
2093,1956,03,2
2094,1979,01,2
2095,1964,01,1
2096,1988,02,2
2097,1970,05,2
2098,1999,02,1
2099,1968,03,1
2100,1989,02,1
2101,1991,01,2
2102,1980,05,2
2103,1962,03,2
2104,1986,03,2
2105,1957,01,1
2106,1978,02,2
2107,1994,05,2
2108,1979,01,1
2109,1979,05,1
2110,1980,05,2
2111,1997,01,2
2112,1983,01,2
2113,1965,05,2
2114,1987,03,2
2115,1967,01,2
2116,1960,02,2
2117,1994,01,1
2118,1971,01,2
2119,1963,01,1
2120,1995,04,2
2121,1970,01,2
2122,1997,03,1
2123,2005,05,1
2124,1972,01,2
2125,1971,05,1
2126,2002,05,2
2127,1948,01,1
2128,1995,03,1
2129,2003,03,1
2130,1972,01,2
2131,1939,03,2
2132,1975,02,2
2133,1987,03,1
2134,1965,04,2
2135,1959,03,1
2136,1953,03,1
2137,1963,01,1
2138,1972,02,1
2139,1965,05,2
2140,1955,05,1
2141,1970,05,1
2142,2004,02,2
2143,1975,03,1
2144,1976,02,1
2145,1996,04,1
2146,1969,05,1
2147,1958,02,2
2148,1998,01,1
2149,1970,03,1
2150,1977,02,2
2151,1948,01,2
2152,1993,01,2
2153,1969,02,1
2154,1985,01,1
2155,1974,04,2
2156,1965,03,1
2157,2006,04,2
2158,1951,03,1
2159,1993,02,1
2160,1987,01,2
2161,1996,01,2
2162,1970,05,1
2163,1945,02,2
2164,1960,02,1
2165,1973,03,2
2166,1976,03,2
2167,1960,05,1
2168,1971,01,1
2169,1975,02,2
2170,1957,02,1
2171,1952,01,2
2172,1977,04,2
2173,1961,03,2
2174,1996,03,1
2175,1973,02,2
2176,1979,03,1
2177,1947,03,2
2178,1989,01,1
2179,1984,03,1
2180,1989,05,2
2181,1970,01,1
2182,1967,01,2
2183,1980,02,1
2184,1974,05,2
2185,1964,04,1
2186,1977,02,1
2187,1986,01,2
2188,1961,01,2
2189,1968,02,1
2190,1970,02,2
2191,1998,01,1
2192,1957,04,1
2193,1951,03,1
2194,1967,05,1
2195,1964,02,2
2196,1980,01,1
2197,1988,01,1
2198,1973,04,2
2199,1981,05,2
2200,1959,04,1
2201,1948,01,1
2202,2006,03,1
2203,1985,04,1
2204,1976,04,1
2205,1965,03,2
2206,1964,01,1
2207,2006,03,2
2208,1982,03,1
2209,1956,01,1
2210,1978,05,2
2211,1972,03,2
2212,1965,03,1
2213,1981,05,1
2214,1973,05,2
2215,1968,02,1
2216,1968,04,2
2217,1997,01,1
2218,1966,01,2
2219,1977,04,2
2220,1986,03,1
2221,1996,01,2
2222,1975,04,2
2223,1986,02,1
2224,1998,05,1
2225,1995,02,2
2226,1991,03,2
2227,1976,03,2
2228,1969,01,2
2229,1944,01,1
2230,1973,03,1
2231,1972,02,2
2232,1961,01,1
2233,1971,03,1
2234,1974,04,1
2235,1967,05,1
2236,1989,04,1
2237,1967,01,1
2238,1984,01,1
2239,1957,02,1
2240,1977,01,2
2241,1971,05,1
2242,1981,03,2
2243,1993,03,2
2244,2001,02,2
2245,1973,04,2
2246,1975,05,1
2247,1963,03,2
2248,1994,02,2
2249,1975,03,2
2250,1982,03,1
2251,1992,01,2
2252,1964,03,2
2253,1966,01,1
2254,1988,01,2
2255,1970,03,2
2256,1954,05,1
2257,1994,05,1
2258,1988,03,2
2259,1943,01,1
2260,2006,03,2
2261,1974,05,1
2262,1964,01,2
2263,1990,01,1
2264,1999,02,1
2265,1969,01,2
2266,1979,05,2
2267,1983,02,1
2268,1955,02,1
2269,1974,04,2
2270,1980,02,1
2271,1974,04,2
2272,1990,04,2
2273,1973,02,1
2274,1968,05,1
2275,1967,01,1
2276,2002,02,1
2277,1995,02,1
2278,1989,02,2
2279,1953,05,2
2280,1956,05,1
2281,1959,01,2
2282,1997,03,2
2283,1981,02,1
2284,1986,03,2
2285,2001,03,1
2286,1993,04,1
2287,1978,04,1
2288,1967,01,1
2289,1972,05,1
2290,1979,03,1
2291,1978,01,1
2292,1962,01,1
2293,1955,01,2
2294,1959,01,1
2295,1963,04,1
2296,1972,02,1
2297,1982,04,1
2298,1974,03,2
2299,1971,02,2
2300,1984,01,1
2301,1987,02,1
2302,1983,03,1
2303,1952,05,2
2304,1980,02,1
2305,1984,01,1
2306,1970,01,1
2307,1961,05,2
2308,1958,03,1
2309,1981,01,1
2310,2001,01,2
2311,1950,02,2
2312,1978,01,1
2313,1987,03,2
2314,1969,01,1
2315,1979,02,1
2316,1946,05,2
2317,2006,03,2
2318,1985,01,2
2319,1972,02,2
2320,1996,04,1
2321,1976,02,1
2322,1960,03,2
2323,1991,01,1
2324,1959,01,1
2325,1954,01,2
2326,1970,02,1
2327,1967,01,1
2328,1950,02,2
2329,1974,05,2
2330,1954,01,2
2331,1999,03,1
2332,1963,02,1
2333,1980,01,2
2334,1942,02,1
2335,1947,02,1
2336,1961,01,1
2337,2006,01,2
2338,1984,02,1
2339,1986,02,1
2340,1958,05,1
2341,1972,01,2
2342,1997,03,1
2343,1987,03,1
2344,1963,05,1
2345,1988,03,2
2346,1960,01,1
2347,1971,02,1
2348,1989,01,2
2349,1991,03,2
2350,1969,03,2
2351,1970,02,2
2352,1966,03,2
2353,1957,02,2
2354,1987,02,2
2355,1967,04,1
2356,1976,01,2
2357,1993,05,2
2358,1981,02,1
2359,1988,03,1
2360,1966,01,1
2361,1982,01,1
2362,1967,02,1
2363,1985,01,1
2364,1984,01,1
2365,1995,04,2
2366,1989,05,1
2367,1980,01,1
2368,1968,05,1
2369,1982,01,1
2370,1972,05,1
2371,2006,04,2
2372,1966,04,2
2373,1981,01,2
2374,1965,01,1
2375,1968,02,2
2376,1987,01,1
2377,1968,04,1
2378,1986,01,1
2379,1980,03,2
2380,1990,05,2
2381,1945,04,1
2382,1967,05,1
2383,1976,01,2
2384,1973,01,2
2385,1956,02,2
2386,1974,03,1
2387,2006,05,2
2388,1955,04,1
2389,1965,02,1
2390,1969,02,2
2391,1964,05,2
2392,1979,02,1
2393,2006,01,2
2394,1976,03,2
2395,1974,01,2
2396,1963,03,1
2397,2006,01,1
2398,1984,05,1
2399,1981,05,2
2400,1958,05,2
2401,1949,05,2
2402,1994,02,2
2403,1993,01,2
2404,1958,03,2
2405,2004,01,2
2406,1979,03,2
2407,1974,03,2
2408,1970,01,2
2409,1985,05,2
2410,1984,05,2
2411,1968,01,1
2412,1966,02,1
2413,1997,03,1
2414,1983,04,2
2415,1989,02,2
2416,1990,04,2
2417,1974,02,1
2418,1987,03,1
2419,1984,01,1
2420,1952,01,2
2421,1998,03,2
2422,1977,01,2
2423,1972,01,2
2424,1990,04,1
2425,1978,05,2
2426,1993,03,1
2427,1967,02,1
2428,1969,04,2
2429,1971,01,1
2430,1957,03,2
2431,1965,01,1
2432,1992,01,1
2433,1982,01,1
2434,1960,01,1
2435,1962,03,2
2436,1969,05,2
2437,1976,02,2
2438,1977,05,2
2439,1976,05,2
2440,1948,02,2
2441,1961,02,2
2442,1992,04,2
2443,1968,02,1
2444,1992,01,2
2445,1966,02,1
2446,1976,02,2
2447,1976,02,2
2448,1968,01,1
2449,1984,04,2
2450,1960,03,1
2451,1967,05,2
2452,1983,01,1
2453,1979,02,2
2454,2006,03,1
2455,1973,03,1
2456,1991,02,2
2457,1948,03,1
2458,1989,01,1
2459,1953,03,1
2460,1969,03,2
2461,1987,05,2
2462,1975,01,1
2463,1979,02,2
2464,1989,04,2
2465,1985,03,1
2466,1994,02,2
2467,1998,02,2
2468,1973,03,1
2469,1983,01,1
2470,1993,01,2
2471,1965,03,1
2472,1968,01,2
2473,1960,04,2
2474,1991,01,2
2475,1967,05,1
2476,1966,04,2
2477,1975,03,1
2478,1978,05,2
2479,1977,02,1
2480,1947,05,1
2481,1975,03,1
2482,1983,02,2
2483,1967,05,2
2484,1975,02,2
2485,2004,04,1
2486,1980,04,1
2487,2006,01,1
2488,1975,03,1
2489,2006,03,2
2490,2001,02,1
2491,1966,01,1
2492,1980,04,1
2493,1971,01,1
2494,1981,05,1
2495,1981,02,1
2496,1967,01,2
2497,1963,02,1
2498,1963,04,2
2499,1970,04,1
2500,1977,02,1
2501,2001,01,2
2502,2006,03,2
2503,1959,01,2
2504,1972,03,1
2505,1963,02,1
2506,1951,05,2
2507,1956,05,1
2508,1975,03,1
2509,1978,05,1
2510,2003,01,2
2511,1965,01,2
2512,1951,02,2
2513,1996,04,2
2514,1962,02,1
2515,1979,03,2
2516,1983,05,2
2517,1977,03,1
2518,1960,03,2
2519,1998,01,1
2520,1972,03,2
2521,1986,04,2
2522,1962,04,2
2523,1963,01,2
2524,1975,01,2
2525,1978,03,2
2526,1990,02,2
2527,1973,01,2
2528,1961,02,2
2529,1968,04,2
2530,1976,01,2
2531,1950,01,1
2532,1984,02,1
2533,1968,03,1
2534,1979,02,2
2535,1988,01,2
2536,1949,03,1
2537,1957,05,2
2538,1959,01,1
2539,1982,03,1
2540,1999,01,1
2541,1958,01,2
2542,1982,03,2
2543,1943,04,2
2544,1987,01,2
2545,1986,01,1
2546,1994,01,2
2547,1980,01,2
2548,1974,04,1
2549,1965,02,1
2550,1991,04,1
2551,1988,03,2
2552,1962,04,2
2553,1966,04,2
2554,1993,03,1
2555,1972,01,1
2556,1968,01,1
2557,1997,03,2
2558,1986,01,2
2559,1986,03,1
2560,1976,01,1
2561,1974,01,2
2562,1947,04,2
2563,1995,04,2
2564,2006,03,1
2565,1977,01,1
2566,1978,01,1
2567,1969,05,2
2568,1958,05,1
2569,1950,02,2
2570,1956,01,2
2571,1969,05,2
2572,1970,01,2
2573,1975,01,1
2574,1968,02,2
2575,1975,02,1
2576,1982,05,1
2577,1992,04,2
2578,1962,01,2
2579,1957,01,1
2580,1969,01,1
2581,1977,04,2
2582,1981,02,1
2583,1978,04,2
2584,1995,04,1
2585,1974,01,2
2586,1964,05,2
2587,1973,01,1
2588,1969,01,1
2589,1977,05,2
2590,1981,01,1
2591,1959,01,2
2592,1986,01,2
2593,1980,04,1
2594,1982,04,1
2595,1959,01,1
2596,1965,05,1
2597,1970,05,2
2598,1965,01,1
2599,1948,01,1
2600,1971,01,1
2601,1989,03,2
2602,1994,03,2
2603,1977,05,2
2604,1959,01,2
2605,1973,03,2
2606,1960,01,2
2607,2006,05,1
2608,1951,03,2
2609,1952,02,2
2610,1973,02,1
2611,1985,02,1
2612,1983,03,1
2613,1954,05,1
2614,1997,02,1
2615,1993,01,1
2616,1985,02,2
2617,1978,01,1
2618,1981,01,2
2619,1966,01,2
2620,1972,02,2
2621,1991,03,2
2622,1955,03,2
2623,1972,02,2
2624,1963,05,2
2625,1981,03,1
2626,1963,01,2
2627,1952,01,1
2628,1999,03,1
2629,1979,02,1
2630,1959,02,2
2631,1970,02,2
2632,1968,01,1
2633,1966,04,1
2634,1968,02,2
2635,1959,05,2
2636,1986,03,1
2637,1982,01,1
2638,1973,04,2
2639,1979,04,2
2640,1961,05,1
2641,1980,05,2
2642,1967,02,1
2643,1961,01,1
2644,1983,03,1
2645,1968,02,1
2646,1968,02,2
2647,1976,01,1
2648,1986,04,1
2649,1993,01,2
2650,1964,02,1
2651,1965,01,2
2652,1963,04,1
2653,1985,01,2
2654,1959,01,1
2655,1959,02,1
2656,1941,03,1
2657,1996,02,2
2658,1975,05,2
2659,1964,02,1
2660,1998,01,1
2661,1973,05,1
2662,1980,01,1
2663,1996,03,1
2664,1983,03,2
2665,1963,03,1
2666,1955,05,2
2667,1983,02,2
2668,1980,04,1
2669,1980,01,1
2670,1972,03,1
2671,1961,04,2
2672,1980,01,1
2673,1967,05,2
2674,1967,03,2
2675,1982,03,2
2676,1988,01,1
2677,1981,03,1
2678,1961,02,1
2679,1979,05,2
2680,1974,02,1
2681,1970,04,2
2682,1982,01,1
2683,1991,03,2
2684,1967,05,1
2685,1979,02,2
2686,1958,01,2
2687,1949,02,1
2688,1976,02,1
2689,1983,01,1
2690,1994,03,2
2691,1958,02,2
2692,2006,05,1
2693,1994,01,2
2694,1955,04,1
2695,1979,01,2
2696,1960,05,2
2697,1972,01,2
2698,1940,05,2
2699,1963,03,2
2700,1981,02,2
2701,1968,02,1
2702,1987,04,2
2703,1971,04,1
2704,1963,04,2
2705,1963,01,1
2706,1992,01,2
2707,1950,05,1
2708,1967,03,2
2709,1954,02,1
2710,1969,01,1
2711,1969,03,1
2712,1964,04,2
2713,1979,02,1
2714,1965,04,1
2715,1987,03,2
2716,1953,01,2
2717,1989,05,1
2718,1987,03,2
2719,1991,02,2
2720,1991,02,2
2721,1990,03,1
2722,1967,03,2
2723,1976,04,1
2724,1961,04,2
2725,1943,03,1
2726,1966,05,2
2727,1962,02,2
2728,1967,02,2
2729,1962,01,2
2730,1961,01,2
2731,1951,03,1
2732,1979,03,1
2733,1963,03,1
2734,1981,02,2
2735,1959,01,2
2736,1987,03,2
2737,1962,03,2
2738,1958,01,1
2739,1958,04,1
2740,1958,02,2
2741,1981,01,2
2742,1985,01,2
2743,1994,03,2
2744,1966,04,2
2745,1997,04,2
2746,1986,02,2
2747,1996,02,2
2748,1962,05,2
2749,1967,02,1
2750,1989,03,2
2751,1983,05,1
2752,1979,02,2
2753,2006,03,1
2754,1980,04,2
2755,1967,01,2
2756,1981,05,1
2757,1978,03,2
2758,1975,04,2
2759,1970,03,1
2760,1976,02,1
2761,1955,01,2
2762,1964,05,1
2763,1961,01,1
2764,1977,03,2
2765,1988,03,2
2766,1970,05,1
2767,2004,05,1
2768,1996,04,2
2769,1959,02,2
2770,1982,03,2
2771,1999,05,2
2772,1990,04,2
2773,1994,01,2
2774,1979,05,2
2775,1964,04,2
2776,1966,02,1
2777,1958,04,2
2778,1942,02,2
2779,1990,03,2
2780,1965,03,2
2781,2004,02,1
2782,1974,03,1
2783,1976,02,2
2784,1982,05,2
2785,1972,01,2
2786,1998,05,2
2787,1954,02,1
2788,1967,01,1
2789,1977,02,2
2790,1960,01,1
2791,1970,03,1
2792,1997,02,2
2793,1985,02,2
2794,1993,04,1
2795,1950,04,2
2796,1982,01,2
2797,1979,05,1
2798,1987,01,1
2799,1987,01,1
2800,1989,01,2
2801,1993,01,1
2802,1970,03,2
2803,1960,05,2
2804,1947,04,2
2805,1975,02,2
2806,1972,02,1
2807,1961,02,1
2808,1989,03,1
2809,1971,03,1
2810,1948,01,2
2811,1977,03,1
2812,1945,04,2
2813,1977,03,1
2814,1960,05,1
2815,1985,01,1
2816,1984,02,2
2817,1968,04,2
2818,1974,03,1
2819,1975,01,2
2820,1977,01,2
2821,1974,01,1
2822,1995,02,1
2823,1997,02,2
2824,1920,01,1
2825,1949,03,1
2826,1984,04,1
2827,1957,03,2
2828,1974,01,1
2829,1947,03,1
2830,1998,05,1
2831,2004,03,1
2832,1949,03,2
2833,1940,04,2
2834,1987,01,1
2835,1987,01,1
2836,1964,04,2
2837,1981,01,1
2838,1983,03,2
2839,1957,01,2
2840,2002,01,2
2841,1956,05,1
2842,1957,04,1
2843,1969,04,2
2844,1989,05,1
2845,1991,02,1
2846,1980,01,2
2847,1973,02,1
2848,1957,03,2
2849,1962,03,1
2850,1981,02,2
2851,1990,03,1
2852,1974,05,2
2853,1974,05,2
2854,1966,04,1
2855,1987,05,1
2856,1993,03,1
2857,1965,01,1
2858,1967,01,1
2859,1982,05,2
2860,1963,02,2
2861,1951,02,1
2862,1985,04,1
2863,1967,01,2
2864,1964,04,1
2865,1963,02,2
2866,1964,03,2
2867,1969,01,1
2868,1976,03,2
2869,1968,03,2
2870,2003,05,1
2871,1964,02,1
2872,2000,01,1
2873,1989,02,1
2874,1995,01,2
2875,1970,01,1
2876,1989,01,1
2877,2001,01,1
2878,1969,01,1
2879,1965,01,2
2880,1948,03,2
2881,1959,02,1
2882,1982,02,2
2883,1984,02,1
2884,1982,01,2
2885,1976,03,2
2886,1980,02,2
2887,1992,03,1
2888,1991,02,2
2889,1988,05,2
2890,1990,02,2
2891,1971,01,1
2892,1966,03,2
2893,1945,05,1
