taxpayer_id,tax_year,gross_income,taxable_income,deductions_claimed,tax_due,filing_status
3227,2019,40484.3,38695.14,1789.16,7739.03,4
3228,2019,27503.65,23639.89,3863.76,4727.98,1
3229,2019,79617.75,75848.44,3769.31,15169.69,1
3230,2019,12190.41,9410.03,2780.38,1882.01,1
3231,2019,17239.91,16616.04,623.87,3323.21,3
3232,2019,15916.6,14092.33,1824.27,2818.47,1
3233,2019,11816.76,10572.17,1244.59,2114.43,1
3234,2019,30731.82,25120.65,5611.17,5024.13,3
3235,2019,18107.51,16431.86,1675.65,3286.37,4
3236,2019,83876.9,81598.76,2278.14,16319.75,2
3237,2019,24276.97,22995.3,1281.67,4599.06,1
3238,2019,104554.8,101921.95,2632.85,20384.39,2
3239,2019,48725.85,45354.98,3370.87,9071.0,1
3240,2019,108125.13,102368.44,5756.69,20473.69,1
3241,2019,33769.17,32076.45,1692.72,6415.29,1
3242,2019,43202.94,37847.84,5355.1,7569.57,1
3243,2019,14252.96,14072.11,180.85,2814.42,4
3244,2019,28177.4,27344.9,832.5,5468.98,2
3245,2019,24295.57,22561.22,1734.35,4512.24,2
3246,2019,37056.84,36266.94,789.9,7253.39,3
3247,2019,18170.37,15246.17,2924.2,3049.23,1
3248,2019,11919.25,11441.83,477.42,2288.37,1
3249,2019,7809.12,6626.38,1182.74,1325.28,2
3250,2019,28241.55,26390.92,1850.63,5278.18,1
3251,2019,6714.81,6225.98,488.83,1245.2,1
3252,2019,17666.48,14992.93,2673.55,2998.59,2
3253,2019,10798.31,10132.07,666.24,2026.41,3
3254,2019,101690.27,100917.6,772.67,20183.52,2
3255,2019,10187.35,8075.45,2111.9,1615.09,1
3256,2019,51057.43,46974.25,4083.18,9394.85,1
3257,2019,16817.11,15495.31,1321.8,3099.06,1
3258,2019,24814.98,18653.35,6161.63,3730.67,4
3259,2019,46465.61,44393.67,2071.94,8878.73,1
3260,2019,18338.92,16967.05,1371.87,3393.41,1
3261,2019,23880.25,20159.88,3720.37,4031.98,1
3262,2019,13815.69,12526.84,1288.85,2505.37,2
3263,2019,18425.01,17170.48,1254.53,3434.1,1
3264,2019,43145.06,40787.78,2357.28,8157.56,2
3265,2019,66802.31,63082.35,3719.96,12616.47,4
3266,2019,42684.16,34894.27,7789.89,6978.85,1
3267,2019,43044.07,41044.62,1999.45,8208.92,1
3268,2019,18946.16,18119.47,826.69,3623.89,3
3269,2019,,34916.95,2150.95,6983.39,1
3270,2019,39561.36,34064.25,5497.11,6812.85,1
3271,2019,16695.35,14877.24,1818.11,2975.45,1
3272,2019,12788.22,11393.79,1394.43,2278.76,2
3273,2019,15868.42,14758.42,1110.0,2951.68,1
3274,2019,55555.33,53496.97,2058.36,10699.39,2
3275,2019,106623.54,101348.14,5275.4,20269.63,2
3276,2019,7919.38,6845.21,1074.17,1369.04,1
3277,2019,24830.59,24121.94,708.65,4824.39,2
3278,2019,32155.58,29326.21,2829.37,5865.24,4
3279,2019,25939.55,23872.24,2067.31,4774.45,2
3280,2019,41701.27,39711.04,1990.23,7942.21,1
3281,2019,11276.56,10472.03,804.53,2094.41,2
3282,2019,6133.96,5838.1,295.86,1167.62,1
3283,2019,22363.61,21594.01,769.6,4318.8,2
3284,2019,26370.69,26006.27,364.42,5201.25,3
3285,2019,232802.77,232258.51,544.26,46451.7,1
3286,2019,,41859.07,1946.54,8371.81,2
3287,2019,32088.25,30905.87,1182.38,6181.17,3
3288,2019,16754.68,15801.51,953.17,3160.3,3
3289,2019,52283.56,48467.14,3816.42,9693.43,1
3290,2019,18315.69,13838.1,4477.59,2767.62,2
3291,2019,41893.71,40554.88,1338.83,8110.98,1
3292,2019,58415.71,56973.07,1442.64,11394.61,1
3293,2019,10359.08,7458.46,2900.62,1491.69,2
3294,2019,23504.55,22937.06,567.49,4587.41,3
3295,2019,58929.83,57834.39,1095.44,11566.88,4
3296,2019,3266.62,2534.93,731.69,506.99,2
3297,2019,48684.47,46009.68,2674.79,9201.94,3
3298,2019,38212.18,36608.48,1603.7,7321.7,1
3299,2019,26037.69,25427.79,609.9,5085.56,2
3300,2019,19075.08,17596.68,1478.4,3519.34,3
3301,2019,88984.1,85788.5,3195.6,17157.7,1
3302,2019,6196.22,4880.72,1315.5,976.14,4
3303,2019,40065.62,35487.39,4578.23,7097.48,1
3304,2019,7167.54,5308.03,1859.51,1061.61,1
3305,2019,,28831.74,5792.61,5766.35,1
3306,2019,35968.57,34730.19,1238.38,6946.04,2
3307,2019,42465.61,41265.56,1200.05,8253.11,2
3308,2019,7686.62,7116.66,569.96,1423.33,1
3309,2019,29184.3,27906.84,1277.46,5581.37,4
3310,2019,32843.73,32286.23,557.5,6457.25,2
3311,2019,226359.59,225692.73,666.86,45138.55,2
3312,2019,5468.37,4761.57,706.8,952.31,4
3313,2019,224016.14,221648.17,2367.97,44329.63,2
3314,2019,26141.25,24755.91,1385.34,4951.18,1
3315,2019,8341.89,7375.8,966.09,1475.16,2
3316,2019,23592.88,21589.15,2003.73,4317.83,2
3317,2019,36582.07,27921.06,8661.01,5584.21,2
3318,2019,59384.87,58820.29,564.58,11764.06,1
3319,2019,78055.68,74187.61,3868.07,14837.52,2
3320,2019,56222.95,50569.01,5653.94,10113.8,2
3321,2019,31357.74,30638.58,719.16,6127.72,1
3322,2019,,87364.07,1338.47,17472.81,1
3323,2019,28470.64,24783.86,3686.78,4956.77,1
3324,2019,21952.87,21000.67,952.2,4200.13,1
3325,2019,24607.5,23071.16,1536.34,4614.23,2
3326,2019,52912.95,50738.76,2174.19,10147.75,2
3327,2019,62766.93,61475.18,1291.75,12295.04,1
3328,2019,33426.93,29748.54,3678.39,5949.71,2
3329,2019,51851.72,51529.81,321.91,10305.96,1
3330,2019,88057.66,84928.36,3129.3,16985.67,3
3331,2019,7079.86,5524.98,1554.88,1105.0,1
3332,2019,19569.03,16018.26,3550.77,3203.65,2
3333,2019,22883.53,19108.64,3774.89,3821.73,2
3334,2019,25541.48,20383.96,5157.52,4076.79,1
3335,2019,106142.04,97277.92,8864.12,19455.58,2
3336,2019,190815.7,182818.75,7996.95,36563.75,2
3337,2019,155524.23,153400.58,2123.65,30680.12,1
3338,2019,14790.29,13166.43,1623.86,2633.29,1
3339,2019,26712.18,26524.99,187.19,5305.0,1
3340,2019,14046.74,13235.78,810.96,2647.16,2
3341,2019,51464.98,49844.24,1620.74,9968.85,1
3342,2019,9943.01,7754.96,2188.05,1550.99,2
3343,2019,17982.63,17407.12,575.51,3481.42,1
3344,2019,62916.6,60861.46,2055.14,12172.29,1
3345,2019,12807.59,11303.41,1504.18,2260.68,1
3346,2019,12347.38,11940.71,406.67,2388.14,2
3347,2019,12454.66,12130.81,323.85,2426.16,2
3348,2019,6825.35,6692.27,133.08,1338.45,1
3349,2019,14511.36,13604.71,906.65,2720.94,2
3350,2019,59060.56,52981.72,6078.84,10596.34,2
3351,2019,37339.02,36573.59,765.43,7314.72,1
3352,2019,48388.53,43394.24,4994.29,8678.85,1
3353,2019,3504.67,2476.59,1028.08,495.32,4
3354,2019,4253.84,3604.93,648.91,720.99,2
3355,2019,11162.64,10296.47,866.17,2059.29,1
3356,2019,14541.86,10570.63,3971.23,2114.13,2
3357,2019,150516.41,148035.31,2481.1,29607.06,4
3358,2019,64613.35,62046.74,2566.61,12409.35,1
3359,2019,43069.0,41817.94,1251.06,8363.59,3
3360,2019,54081.42,52494.63,1586.79,10498.93,4
3361,2019,8828.29,7420.78,1407.51,1484.16,2
3362,2019,,22824.64,8177.7,4564.93,2
3363,2019,21451.49,20068.73,1382.76,4013.75,4
3364,2019,8565.02,7629.83,935.19,1525.97,1
3365,2019,77118.4,71770.77,5347.63,14354.15,3
3366,2019,10002.65,9292.29,710.36,1858.46,1
3367,2019,13785.84,12230.4,1555.44,2446.08,2
3368,2019,39802.32,38055.99,1746.33,7611.2,2
3369,2019,14738.57,13773.74,964.83,2754.75,1
3370,2019,28538.14,26625.95,1912.19,5325.19,1
3371,2019,17500.08,17293.1,206.98,3458.62,2
3372,2019,30319.39,26141.93,4177.46,5228.39,2
3373,2019,8928.41,8042.23,886.18,1608.45,1
3374,2019,24283.02,22447.48,1835.54,4489.5,2
3375,2019,41701.98,37297.96,4404.02,7459.59,2
3376,2019,85962.47,83067.19,2895.28,16613.44,1
3377,2019,20174.57,19113.93,1060.64,3822.79,2
3378,2019,87588.47,86779.04,809.43,17355.81,1
3379,2019,73261.93,72877.35,384.58,14575.47,2
3380,2019,110429.46,105865.87,4563.59,21173.17,4
3381,2019,399738.49,394909.72,4828.77,78981.94,2
3382,2019,24598.2,19200.62,5397.58,3840.12,1
3383,2019,43436.9,42368.76,1068.14,8473.75,4
3384,2019,71178.83,70173.26,1005.57,14034.65,1
3385,2019,50217.92,48873.08,1344.84,9774.62,1
3386,2019,73024.21,71124.5,1899.71,14224.9,1
3387,2019,43555.58,37254.13,6301.45,7450.83,2
3388,2019,20628.69,18799.59,1829.1,3759.92,1
3389,2019,31795.61,30100.23,1695.38,6020.05,2
3390,2019,25330.69,23972.04,1358.65,4794.41,2
3391,2019,35114.14,34630.74,483.4,6926.15,2
3392,2019,9242.03,7385.98,1856.05,1477.2,1
3393,2019,24380.24,23089.63,1290.61,4617.93,1
3394,2019,53159.85,50687.66,2472.19,10137.53,2
3395,2019,23875.22,22965.31,909.91,4593.06,1
3396,2019,16921.13,15996.99,924.14,3199.4,4
3397,2019,13598.8,12603.51,995.29,2520.7,1
3398,2019,9117.8,6396.29,2721.51,1279.26,1
3399,2019,5859.31,5722.69,136.62,1144.54,1
3400,2019,21938.41,18976.49,2961.92,3795.3,2
3401,2019,10621.31,9243.48,1377.83,1848.7,3
3402,2019,90018.06,87517.85,2500.21,17503.57,1
3403,2019,49531.67,48210.94,1320.73,9642.19,2
3404,2019,21108.42,20739.14,369.28,4147.83,2
3405,2019,46376.18,42126.69,4249.49,8425.34,1
3406,2019,21513.47,21209.37,304.1,4241.87,2
3407,2019,14949.6,14932.65,16.95,2986.53,1
3408,2019,20716.0,20151.72,564.28,4030.34,2
3409,2019,35945.47,30965.82,4979.65,6193.16,1
3410,2019,29096.3,26267.9,2828.4,5253.58,2
3411,2019,50758.86,44592.0,6166.86,8918.4,1
3412,2019,40594.95,38720.13,1874.82,7744.03,1
3413,2019,9100.47,8687.99,412.48,1737.6,4
3414,2019,18700.44,17535.75,1164.69,3507.15,2
3415,2019,15177.41,13792.65,1384.76,2758.53,2
3416,2019,47122.51,45589.61,1532.9,9117.92,1
3417,2019,12188.54,9668.16,2520.38,1933.63,2
3418,2019,25877.36,24606.39,1270.97,4921.28,1
3419,2019,42496.29,42459.46,36.83,8491.89,1
3420,2019,31724.81,26178.8,5546.01,5235.76,3
3421,2019,22352.52,21567.24,785.28,4313.45,1
3422,2019,14757.02,13163.8,1593.22,2632.76,1
3423,2019,37723.37,36430.72,1292.65,7286.14,1
3424,2019,61815.98,60703.48,1112.5,12140.7,3
3425,2019,73155.12,70999.04,2156.08,14199.81,2
3426,2019,4707.29,4568.33,138.96,913.67,1
3427,2019,17762.36,16267.49,1494.87,3253.5,1
3428,2019,66750.37,59740.21,7010.16,11948.04,1
3429,2019,5283.57,5159.34,124.23,1031.87,1
3430,2019,15137.91,14347.85,790.06,2869.57,2
3431,2019,25292.6,22258.38,3034.22,4451.68,1
3432,2019,47206.42,46511.25,695.17,9302.25,3
3433,2019,93693.31,93085.97,607.34,18617.19,1
3434,2019,53349.62,50047.54,3302.08,10009.51,1
3435,2019,25009.0,24580.8,428.2,4916.16,4
3436,2019,36163.01,35438.63,724.38,7087.73,3
3437,2019,12345.43,12290.58,54.85,2458.12,1
3438,2019,43085.4,41645.61,1439.79,8329.12,3
3439,2019,13794.82,11045.19,2749.63,2209.04,1
3440,2019,75733.37,73935.48,1797.89,14787.1,4
3441,2019,21093.93,18448.71,2645.22,3689.74,1
3442,2019,58859.59,57127.53,1732.06,11425.51,3
3443,2019,57448.66,46232.51,11216.15,9246.5,2
3444,2019,36202.59,32537.9,3664.69,6507.58,2
3445,2019,91183.05,91107.12,75.93,18221.42,2
3446,2019,20394.33,17230.99,3163.34,3446.2,2
3447,2019,37975.78,35049.36,2926.42,7009.87,2
3448,2019,18426.31,13904.21,4522.1,2780.84,3
3449,2019,21977.24,17351.59,4625.65,3470.32,1
3450,2019,5165.42,4832.02,333.4,966.4,4
3451,2019,42457.44,39141.08,3316.36,7828.22,2
3452,2019,10257.09,10166.41,90.68,2033.28,1
3453,2019,2647.33,2599.02,48.31,519.8,4
3454,2019,124262.89,122459.29,1803.6,24491.86,2
3455,2019,1707.9,1699.8,8.1,339.96,3
3456,2019,68206.52,66838.87,1367.65,13367.77,1
3457,2019,7827.37,7604.12,223.25,1520.82,3
3458,2019,18107.29,17450.84,656.45,3490.17,1
3459,2019,19675.58,19463.18,212.4,3892.64,4
3460,2019,23867.74,22777.39,1090.35,4555.48,2
3461,2019,66821.75,62605.95,4215.8,12521.19,1
3462,2019,47721.88,45943.02,1778.86,9188.6,1
3463,2019,89216.65,88321.39,895.26,17664.28,2
3464,2019,5816.81,4898.35,918.46,979.67,1
3465,2019,7518.69,6139.68,1379.01,1227.94,2
3466,2019,57416.67,56217.21,1199.46,11243.44,1
3467,2019,129389.34,125762.13,3627.21,25152.43,2
3468,2019,11902.93,10639.79,1263.14,2127.96,2
3469,2019,55896.57,51425.74,4470.83,10285.15,2
3470,2019,147390.26,145756.67,1633.59,29151.33,3
3471,2019,333218.92,332476.75,742.17,66495.35,1
3472,2019,133344.12,130553.36,2790.76,26110.67,2
3473,2019,16993.3,16051.42,941.88,3210.28,4
3474,2019,40331.42,39680.2,651.22,7936.04,2
3475,2019,12233.25,9497.95,2735.3,1899.59,2
3476,2019,37192.65,28141.0,9051.65,5628.2,1
3477,2019,27284.9,26229.0,1055.9,5245.8,3
3478,2019,70384.02,70102.94,281.08,14020.59,3
3479,2019,30417.11,23690.95,6726.16,4738.19,1
3480,2019,74167.45,71879.66,2287.79,14375.93,2
3481,2019,9271.89,8691.17,580.72,1738.23,4
3482,2019,6351.08,5663.68,687.4,1132.74,1
3483,2019,279481.8,273791.53,5690.27,54758.31,2
3484,2019,36313.83,34737.65,1576.18,6947.53,1
3485,2019,35512.04,30120.56,5391.48,6024.11,1
3486,2019,14330.04,11994.55,2335.49,2398.91,1
3487,2019,24677.67,23978.94,698.73,4795.79,2
3488,2019,52218.48,47195.52,5022.96,9439.1,2
3489,2019,48866.45,45371.78,3494.67,9074.36,2
3490,2019,55347.38,55068.81,278.57,11013.76,1
3491,2019,40804.1,36058.05,4746.05,7211.61,1
3492,2019,58377.7,52196.34,6181.36,10439.27,1
3493,2019,15966.13,15138.36,827.77,3027.67,1
3494,2019,46017.45,43175.78,2841.67,8635.16,1
3495,2019,69363.69,68825.7,537.99,13765.14,1
3496,2019,12084.43,11881.06,203.37,2376.21,2
3497,2019,28904.65,27329.41,1575.24,5465.88,3
3498,2019,12871.37,9483.83,3387.54,1896.77,2
3499,2019,9222.61,7312.27,1910.34,1462.45,3
3500,2019,38934.35,28233.03,10701.32,5646.61,1
3501,2019,96205.73,94465.22,1740.51,18893.04,2
3502,2019,14560.19,13250.77,1309.42,2650.15,1
3503,2019,48048.36,46022.57,2025.79,9204.51,2
3504,2019,12343.04,11729.62,613.42,2345.92,1
3505,2019,43880.49,42853.16,1027.33,8570.63,4
3506,2019,27567.55,27026.42,541.13,5405.28,2
3507,2019,110100.41,101783.28,8317.13,20356.66,2
3508,2019,33637.32,32274.01,1363.31,6454.8,2
3509,2019,8446.51,7067.17,1379.34,1413.43,1
3510,2019,20287.44,19698.79,588.65,3939.76,1
3511,2019,23132.53,22458.52,674.01,4491.7,1
3512,2019,101904.08,99536.18,2367.9,19907.24,1
3513,2019,30496.17,28771.45,1724.72,5754.29,1
3514,2019,63573.36,56807.15,6766.21,11361.43,2
3515,2019,11053.12,10646.88,406.24,2129.38,1
3516,2019,35053.61,34117.55,936.06,6823.51,2
3517,2019,17380.95,16601.37,779.58,3320.27,2
3518,2019,14269.8,13411.33,858.47,2682.27,1
3519,2019,28387.33,26447.12,1940.21,5289.42,2
3520,2019,8938.87,8170.98,767.89,1634.2,4
3521,2019,197958.03,193234.85,4723.18,38646.97,2
3522,2019,16754.23,14722.18,2032.05,2944.44,1
3523,2019,10140.86,7889.93,2250.93,1577.99,2
3524,2019,17025.75,15387.75,1638.0,3077.55,2
3525,2019,17701.4,15665.12,2036.28,3133.02,1
3526,2019,155079.56,146549.6,8529.96,29309.92,1
3527,2019,143130.81,141494.5,1636.31,28298.9,1
3528,2019,26195.26,22318.27,3876.99,4463.65,1
3529,2019,11088.44,8659.68,2428.76,1731.94,1
3530,2019,21411.75,16050.17,5361.58,3210.03,1
3531,2019,26630.32,23781.18,2849.14,4756.24,1
3532,2019,24917.24,18627.4,6289.84,3725.48,1
3533,2019,100215.19,98463.52,1751.67,19692.7,3
3534,2019,44002.84,40759.86,3242.98,8151.97,4
3535,2019,84720.4,77688.8,7031.6,15537.76,2
3536,2019,29479.72,27037.19,2442.53,5407.44,1
3537,2019,22387.39,17962.91,4424.48,3592.58,2
3538,2019,134472.84,134004.32,468.52,26800.86,3
3539,2019,20276.81,18545.1,1731.71,3709.02,1
3540,2019,35895.53,34421.88,1473.65,6884.38,1
3541,2019,26830.37,23567.35,3263.02,4713.47,2
3542,2019,,6693.71,1799.75,1338.74,1
3543,2019,7357.38,6671.51,685.87,1334.3,3
3544,2019,96028.95,94153.71,1875.24,18830.74,3
3545,2019,4838.84,4808.92,29.92,961.78,2
3546,2019,16385.02,15657.67,727.35,3131.53,2
3547,2019,9123.92,8620.09,503.83,1724.02,1
3548,2019,12930.41,10635.09,2295.32,2127.02,1
3549,2019,21680.7,18854.21,2826.49,3770.84,1
3550,2019,11994.44,11733.64,260.8,2346.73,1
3551,2019,31063.38,27569.72,3493.66,5513.94,1
3552,2019,49118.98,47339.68,1779.3,9467.94,3
3553,2019,47082.18,46291.98,790.2,9258.4,1
3554,2019,12656.23,11907.5,748.73,2381.5,1
3555,2019,106548.16,103112.05,3436.11,20622.41,1
3556,2019,120489.74,117464.64,3025.1,23492.93,2
3557,2019,23985.31,20398.4,3586.91,4079.68,3
3558,2019,21403.68,21215.48,188.2,4243.1,1
3559,2019,49242.57,47716.11,1526.46,9543.22,1
3560,2019,136287.66,135432.29,855.37,27086.46,1
3561,2019,25089.29,24591.1,498.19,4918.22,2
3562,2019,7653.45,5688.74,1964.71,1137.75,1
3563,2019,95501.29,88681.93,6819.36,17736.39,2
3564,2019,16356.0,14377.01,1978.99,2875.4,1
3565,2019,48166.58,45527.02,2639.56,9105.4,1
3566,2019,100980.84,94175.95,6804.89,18835.19,1
3567,2019,61174.61,57805.57,3369.04,11561.11,1
3568,2019,190668.94,174111.67,16557.27,34822.33,1
3569,2019,56811.47,55950.65,860.82,11190.13,1
3570,2019,186372.22,172509.36,13862.86,34501.87,2
3571,2019,11196.26,10696.62,499.64,2139.32,3
3572,2019,7127.4,5140.19,1987.21,1028.04,2
3573,2019,121654.45,117096.53,4557.92,23419.31,2
3574,2019,23463.34,21135.0,2328.34,4227.0,4
3575,2019,92568.89,91127.41,1441.48,18225.48,1
3576,2019,89918.52,87218.77,2699.75,17443.75,2
3577,2019,56563.3,52798.67,3764.63,10559.73,1
3578,2019,12803.96,12230.89,573.07,2446.18,3
3579,2019,64830.29,57150.05,7680.24,11430.01,1
3580,2019,68298.19,57331.22,10966.97,11466.24,1
3581,2019,81578.9,78984.74,2594.16,15796.95,2
3582,2019,27308.05,26915.95,392.1,5383.19,2
3583,2019,65871.68,64073.76,1797.92,12814.75,1
3584,2019,,175034.02,2463.41,35006.8,1
3585,2019,100707.06,100249.71,457.35,20049.94,2
3586,2019,,36915.02,712.5,7383.0,2
3587,2019,52806.9,50105.43,2701.47,10021.09,1
3588,2019,28694.55,27887.3,807.25,5577.46,2
3589,2019,75871.52,67518.59,8352.93,13503.72,2
3590,2019,20744.27,19298.15,1446.12,3859.63,3
3591,2019,,34097.36,5117.25,6819.47,2
3592,2019,13604.15,13356.15,248.0,2671.23,3
3593,2019,41842.29,41209.7,632.59,8241.94,2
3594,2019,115411.53,112508.69,2902.84,22501.74,3
3595,2019,65466.33,61309.79,4156.54,12261.96,3
3596,2019,7446.17,5299.0,2147.17,1059.8,1
3597,2019,36869.3,33481.56,3387.74,6696.31,4
3598,2019,102416.74,97394.75,5021.99,19478.95,1
3599,2019,59363.22,58745.88,617.34,11749.18,1
3600,2019,2748.76,2394.23,354.53,478.85,2
3601,2019,13604.76,11847.44,1757.32,2369.49,2
3602,2019,28737.72,27120.55,1617.17,5424.11,1
3603,2019,29399.58,24175.71,5223.87,4835.14,1
3604,2019,50053.55,44945.09,5108.46,8989.02,3
3605,2019,37619.73,36338.8,1280.93,7267.76,1
3606,2019,69854.25,69095.36,758.89,13819.07,1
3607,2019,62134.32,58698.21,3436.11,11739.64,1
3608,2019,34070.18,29067.96,5002.22,5813.59,3
3609,2019,31150.59,30891.4,259.19,6178.28,1
3610,2019,14906.91,12674.16,2232.75,2534.83,2
3611,2019,87394.96,85310.63,2084.33,17062.13,1
3612,2019,14103.77,10386.72,3717.05,2077.34,1
3613,2019,39065.05,34193.92,4871.13,6838.78,1
3614,2019,23785.44,18839.03,4946.41,3767.81,2
3615,2019,31086.49,29581.37,1505.12,5916.27,2
3616,2019,37353.67,29689.34,7664.33,5937.87,2
3617,2019,40918.32,36204.32,4714.0,7240.86,2
3618,2019,10659.1,8897.11,1761.99,1779.42,3
3619,2019,28197.62,22775.75,5421.87,4555.15,2
3620,2019,36489.69,36253.95,235.74,7250.79,3
3621,2019,15543.1,13673.92,1869.18,2734.78,1
3622,2019,22288.6,21130.51,1158.09,4226.1,1
3623,2019,18867.75,17096.72,1771.03,3419.34,2
3624,2019,28530.73,26510.36,2020.37,5302.07,1
3625,2019,120021.35,119492.13,529.22,23898.43,1
3626,2019,51591.38,48347.53,3243.85,9669.51,4
3627,2019,2550.37,2111.3,439.07,422.26,1
3628,2019,46699.86,40884.13,5815.73,8176.83,1
3629,2019,21938.31,19899.5,2038.81,3979.9,2
3630,2019,46698.84,45471.39,1227.45,9094.28,1
3631,2019,21891.53,17684.26,4207.27,3536.85,2
3632,2019,13255.89,11553.61,1702.28,2310.72,2
3633,2019,71278.44,71141.85,136.59,14228.37,1
3634,2019,43784.65,40976.22,2808.43,8195.24,2
3635,2019,13394.07,9909.14,3484.93,1981.83,1
3636,2019,20344.06,19716.89,627.17,3943.38,2
3637,2019,12061.47,11028.51,1032.96,2205.7,1
3638,2019,7233.78,6776.3,457.48,1355.26,3
3639,2019,24642.35,21599.21,3043.14,4319.84,1
3640,2019,89323.43,87996.91,1326.52,17599.38,1
3641,2019,40877.92,40026.51,851.41,8005.3,2
3642,2019,23981.13,21739.09,2242.04,4347.82,2
3643,2019,15976.52,14128.56,1847.96,2825.71,2
3644,2019,54093.21,50128.01,3965.2,10025.6,1
3645,2019,24558.26,21858.05,2700.21,4371.61,1
3646,2019,16237.78,14311.26,1926.52,2862.25,1
3647,2019,51802.48,49703.15,2099.33,9940.63,1
3648,2019,32493.29,31022.43,1470.86,6204.49,2
3649,2019,7755.05,7433.43,321.62,1486.69,2
3650,2019,32914.25,32383.6,530.65,6476.72,1
3651,2019,35606.54,32612.1,2994.44,6522.42,1
3652,2019,35960.96,32276.93,3684.03,6455.39,1
3653,2019,6309.81,5874.66,435.15,1174.93,4
3654,2019,10563.87,9315.78,1248.09,1863.16,1
3655,2019,27999.53,25830.37,2169.16,5166.07,1
3656,2019,19002.08,14403.51,4598.57,2880.7,1
3657,2019,41510.2,37525.83,3984.37,7505.17,3
3658,2019,37911.13,32764.07,5147.06,6552.81,1
3659,2019,25386.8,24953.15,433.65,4990.63,2
3660,2019,28167.2,26660.69,1506.51,5332.14,1
3661,2019,6819.45,5173.14,1646.31,1034.63,1
3662,2019,12144.56,10288.55,1856.01,2057.71,2
3663,2019,62144.4,60333.71,1810.69,12066.74,1
3664,2019,8983.96,6670.6,2313.36,1334.12,3
3665,2019,126660.23,121695.0,4965.23,24339.0,2
3666,2019,14297.6,13831.4,466.2,2766.28,2
3667,2019,29709.06,28870.26,838.8,5774.05,1
3668,2019,148036.64,140520.09,7516.55,28104.02,1
3669,2019,14843.31,14779.8,63.51,2955.96,3
3670,2019,8731.72,6913.4,1818.32,1382.68,1
3671,2019,26704.42,20514.25,6190.17,4102.85,1
3672,2019,4739.24,4104.33,634.91,820.87,1
3673,2019,8687.7,7305.72,1381.98,1461.14,1
3674,2019,9696.78,8361.7,1335.08,1672.34,2
3675,2019,26900.57,25039.8,1860.77,5007.96,3
3676,2019,18328.54,17979.99,348.55,3596.0,1
3677,2019,23191.16,18396.81,4794.35,3679.36,2
3678,2019,139469.05,129653.55,9815.5,25930.71,1
3679,2019,8527.27,7578.83,948.44,1515.77,4
3680,2019,22986.65,20522.31,2464.34,4104.46,2
3681,2019,24702.7,20273.4,4429.3,4054.68,4
3682,2019,15737.87,15447.87,290.0,3089.57,3
3683,2019,10101.66,8879.11,1222.55,1775.82,1
3684,2019,18480.72,17418.92,1061.8,3483.78,1
3685,2019,19273.14,18495.92,777.22,3699.18,2
3686,2019,22181.97,19614.69,2567.28,3922.94,4
3687,2019,13728.66,11775.44,1953.22,2355.09,4
3688,2019,14815.0,13172.27,1642.73,2634.45,4
3689,2019,97025.33,94918.77,2106.56,18983.75,1
3690,2019,20341.61,18799.93,1541.68,3759.99,1
3691,2019,8458.47,6468.24,1990.23,1293.65,1
3692,2019,34545.41,29832.05,4713.36,5966.41,2
3693,2019,15113.56,14143.88,969.68,2828.78,1
3694,2019,100614.74,97107.95,3506.79,19421.59,2
3695,2019,26104.93,24209.59,1895.34,4841.92,1
3696,2019,44211.85,39680.14,4531.71,7936.03,1
3697,2019,12811.22,12043.66,767.56,2408.73,4
3698,2019,32901.84,31016.16,1885.68,6203.23,3
3699,2019,15980.35,15170.44,809.91,3034.09,1
3700,2019,28235.33,27122.88,1112.45,5424.58,2
3701,2019,64978.8,64385.91,592.89,12877.18,2
3702,2019,52167.18,48103.7,4063.48,9620.74,1
3703,2019,38352.77,37429.3,923.47,7485.86,2
3704,2019,46316.91,44294.78,2022.13,8858.96,1
3705,2019,10433.31,8230.52,2202.79,1646.1,4
3706,2019,12611.12,10827.29,1783.83,2165.46,1
3707,2019,50477.08,47537.37,2939.71,9507.47,1
3708,2019,4635.1,3679.72,955.38,735.94,1
3709,2019,14400.14,11391.84,3008.3,2278.37,1
3710,2019,26043.48,25187.15,856.33,5037.43,4
3711,2019,10579.89,10274.12,305.77,2054.82,1
3712,2019,211748.04,208260.51,3487.53,41652.1,1
3713,2019,24060.52,21795.42,2265.1,4359.08,3
3714,2019,85945.27,82498.58,3446.69,16499.72,1
3715,2019,5909.87,5018.51,891.36,1003.7,1
3716,2019,65601.66,62951.57,2650.09,12590.31,1
3717,2019,55195.42,49837.91,5357.51,9967.58,2
3718,2019,5173.87,4389.75,784.12,877.95,2
3719,2019,8308.87,6130.67,2178.2,1226.13,4
3720,2019,32968.35,30569.84,2398.51,6113.97,2
3721,2019,100031.04,95497.5,4533.54,19099.5,2
3722,2019,42374.19,40040.95,2333.24,8008.19,3
3723,2019,5468.98,4567.84,901.14,913.57,3
3724,2019,152570.97,152381.06,189.91,30476.21,1
3725,2019,45591.82,42028.74,3563.08,8405.75,4
3726,2019,12097.68,10462.01,1635.67,2092.4,2
3727,2019,148527.27,146901.0,1626.27,29380.2,1
3728,2019,199776.18,198074.08,1702.1,39614.82,1
3729,2019,70017.34,66732.25,3285.09,13346.45,2
3730,2019,154334.37,150941.72,3392.65,30188.34,1
3731,2019,11762.91,11478.04,284.87,2295.61,1
